Movement,Count,Month,Year
Communism,24,1,2013
Communism,13,2,2013
Communism,14,3,2013
Communism,17,4,2013
Communism,16,5,2013
Communism,19,6,2013
Communism,10,7,2013
Communism,32,8,2013
Communism,15,9,2013
Communism,31,10,2013
Communism,31,11,2013
Communism,25,12,2013
Communism,20,1,2014
Communism,15,2,2014
Communism,19,3,2014
Communism,17,4,2014
Communism,27,5,2014
Communism,24,6,2014
Communism,21,7,2014
Communism,14,8,2014
Communism,20,9,2014
Communism,30,10,2014
Communism,25,11,2014
Communism,25,12,2014
Communism,30,1,2015
Communism,20,2,2015
Communism,19,3,2015
Communism,22,4,2015
Communism,5,5,2015
Communism,13,6,2015
Communism,25,7,2015
Communism,11,8,2015
Communism,14,9,2015
Communism,23,10,2015
Communism,28,11,2015
Communism,22,12,2015
Communism,19,1,2016
Communism,14,2,2016
Communism,20,3,2016
Communism,15,4,2016
Communism,20,5,2016
Communism,13,6,2016
Communism,15,7,2016
Communism,22,8,2016
Communism,15,9,2016
Communism,17,10,2016
Communism,16,11,2016
Communism,10,12,2016
Communism,14,1,2017
Communism,15,2,2017
Communism,12,3,2017
Communism,18,4,2017
Communism,15,5,2017
Communism,8,6,2017
Communism,14,7,2017
Communism,14,8,2017
Communism,13,9,2017
Communism,28,10,2017
Communism,14,11,2017
Communism,8,12,2017
Communism,19,1,2018
Communism,18,2,2018
Communism,24,3,2018
Communism,16,4,2018
Communism,11,5,2018
Communism,9,6,2018
Communism,7,7,2018
Communism,6,8,2018
Communism,11,9,2018
Communism,13,10,2018
Communism,8,11,2018
Communism,9,12,2018
Communism,9,1,2019
Communism,11,2,2019
Communism,8,3,2019
Communism,6,4,2019
Communism,11,5,2019
Communism,11,6,2019
Communism,10,7,2019
Communism,9,8,2019
Communism,19,9,2019
Communism,26,10,2019
Communism,14,11,2019
Communism,5,12,2019
Communism,10,1,2020
Communism,20,2,2020
Communism,11,3,2020
Communism,10,4,2020
Communism,13,5,2020
Communism,9,6,2020
Communism,22,7,2020
Communism,15,8,2020
Communism,7,9,2020
Communism,11,10,2020
Communism,8,11,2020
Communism,7,12,2020
Conservatism,46,1,2010
Conservatism,59,2,2010
Conservatism,82,3,2010
Conservatism,57,4,2010
Conservatism,78,5,2010
Conservatism,48,6,2010
Conservatism,44,7,2010
Conservatism,37,8,2010
Conservatism,68,9,2010
Conservatism,58,10,2010
Conservatism,58,11,2010
Conservatism,38,12,2010
Conservatism,65,1,2011
Conservatism,56,2,2011
Conservatism,51,3,2011
Conservatism,52,4,2011
Conservatism,45,5,2011
Conservatism,47,6,2011
Conservatism,67,7,2011
Conservatism,35,8,2011
Conservatism,42,9,2011
Conservatism,54,10,2011
Conservatism,70,11,2011
Conservatism,62,12,2011
Conservatism,113,1,2012
Conservatism,110,2,2012
Conservatism,105,3,2012
Conservatism,59,4,2012
Conservatism,75,5,2012
Conservatism,62,6,2012
Conservatism,46,7,2012
Conservatism,83,8,2012
Conservatism,45,9,2012
Conservatism,68,10,2012
Conservatism,56,11,2012
Conservatism,44,12,2012
Conservatism,57,1,2013
Conservatism,52,2,2013
Conservatism,60,3,2013
Conservatism,51,4,2013
Conservatism,80,5,2013
Conservatism,49,6,2013
Conservatism,45,7,2013
Conservatism,27,8,2013
Conservatism,57,9,2013
Conservatism,71,10,2013
Conservatism,40,11,2013
Conservatism,49,12,2013
Conservatism,40,1,2014
Conservatism,40,2,2014
Conservatism,54,3,2014
Conservatism,41,4,2014
Conservatism,60,5,2014
Conservatism,59,6,2014
Conservatism,69,7,2014
Conservatism,45,8,2014
Conservatism,36,9,2014
Conservatism,49,10,2014
Conservatism,36,11,2014
Conservatism,33,12,2014
Conservatism,49,1,2015
Conservatism,55,2,2015
Conservatism,76,3,2015
Conservatism,49,4,2015
Conservatism,74,5,2015
Conservatism,51,6,2015
Conservatism,56,7,2015
Conservatism,56,8,2015
Conservatism,65,9,2015
Conservatism,77,10,2015
Conservatism,49,11,2015
Conservatism,48,12,2015
Conservatism,80,1,2016
Conservatism,72,2,2016
Conservatism,49,3,2016
Conservatism,37,4,2016
Conservatism,48,5,2016
Conservatism,36,6,2016
Conservatism,62,7,2016
Conservatism,38,8,2016
Conservatism,28,9,2016
Conservatism,42,10,2016
Conservatism,45,11,2016
Conservatism,24,12,2016
Conservatism,45,1,2017
Conservatism,54,2,2017
Conservatism,70,3,2017
Conservatism,56,4,2017
Conservatism,66,5,2017
Conservatism,53,6,2017
Conservatism,49,7,2017
Conservatism,40,8,2017
Conservatism,39,9,2017
Conservatism,51,10,2017
Conservatism,58,11,2017
Conservatism,35,12,2017
Conservatism,29,1,2018
Conservatism,35,2,2018
Conservatism,41,3,2018
Conservatism,43,4,2018
Conservatism,40,5,2018
Conservatism,65,6,2018
Conservatism,71,7,2018
Conservatism,65,8,2018
Conservatism,57,9,2018
Conservatism,61,10,2018
Conservatism,68,11,2018
Conservatism,44,12,2018
Conservatism,28,1,2019
Conservatism,28,2,2019
Conservatism,31,3,2019
Conservatism,46,4,2019
Conservatism,39,5,2019
Conservatism,35,6,2019
Conservatism,43,7,2019
Conservatism,42,8,2019
Conservatism,40,9,2019
Conservatism,47,10,2019
Conservatism,45,11,2019
Conservatism,43,12,2019
Conservatism,32,1,2020
Conservatism,37,2,2020
Conservatism,27,3,2020
Conservatism,34,4,2020
Conservatism,29,5,2020
Conservatism,37,6,2020
Conservatism,32,7,2020
Conservatism,33,8,2020
Conservatism,42,9,2020
Conservatism,74,10,2020
Conservatism,49,11,2020
Conservatism,31,12,2020
Fascism,1,1,2010
Fascism,1,2,2010
Fascism,1,3,2010
Fascism,1,4,2010
Fascism,1,5,2010
Fascism,2,6,2010
Fascism,1,7,2010
Fascism,0,8,2010
Fascism,1,9,2010
Fascism,0,10,2010
Fascism,1,11,2010
Fascism,0,12,2010
Fascism,1,1,2011
Fascism,0,2,2011
Fascism,1,3,2011
Fascism,1,4,2011
Fascism,2,5,2011
Fascism,0,6,2011
Fascism,0,7,2011
Fascism,2,8,2011
Fascism,0,9,2011
Fascism,0,10,2011
Fascism,2,11,2011
Fascism,1,12,2011
Fascism,1,1,2012
Fascism,1,2,2012
Fascism,1,3,2012
Fascism,1,4,2012
Fascism,3,5,2012
Fascism,2,6,2012
Fascism,0,7,2012
Fascism,3,8,2012
Fascism,3,9,2012
Fascism,2,10,2012
Fascism,1,11,2012
Fascism,1,12,2012
Fascism,0,1,2013
Fascism,3,2,2013
Fascism,2,3,2013
Fascism,2,4,2013
Fascism,0,5,2013
Fascism,2,6,2013
Fascism,2,7,2013
Fascism,0,8,2013
Fascism,7,9,2013
Fascism,6,10,2013
Fascism,2,11,2013
Fascism,1,12,2013
Fascism,0,1,2014
Fascism,4,2,2014
Fascism,2,3,2014
Fascism,1,4,2014
Fascism,2,5,2014
Fascism,3,6,2014
Fascism,4,7,2014
Fascism,3,8,2014
Fascism,4,9,2014
Fascism,2,10,2014
Fascism,0,11,2014
Fascism,2,12,2014
Fascism,2,1,2015
Fascism,2,2,2015
Fascism,1,3,2015
Fascism,4,4,2015
Fascism,2,5,2015
Fascism,1,6,2015
Fascism,2,7,2015
Fascism,2,8,2015
Fascism,0,9,2015
Fascism,1,10,2015
Fascism,5,11,2015
Fascism,8,12,2015
Fascism,2,1,2016
Fascism,5,2,2016
Fascism,3,3,2016
Fascism,1,4,2016
Fascism,2,5,2016
Fascism,1,6,2016
Fascism,2,7,2016
Fascism,3,8,2016
Fascism,1,9,2016
Fascism,1,10,2016
Fascism,2,11,2016
Fascism,5,12,2016
Fascism,2,1,2017
Fascism,6,2,2017
Fascism,5,3,2017
Fascism,0,4,2017
Fascism,4,5,2017
Fascism,2,6,2017
Fascism,0,7,2017
Fascism,6,8,2017
Fascism,5,9,2017
Fascism,4,10,2017
Fascism,5,11,2017
Fascism,5,12,2017
Fascism,2,1,2018
Fascism,5,2,2018
Fascism,1,3,2018
Fascism,6,4,2018
Fascism,2,5,2018
Fascism,5,6,2018
Fascism,2,7,2018
Fascism,1,8,2018
Fascism,4,9,2018
Fascism,7,10,2018
Fascism,2,11,2018
Fascism,2,12,2018
Fascism,2,1,2019
Fascism,2,2,2019
Fascism,2,3,2019
Fascism,5,4,2019
Fascism,2,5,2019
Fascism,1,6,2019
Fascism,6,7,2019
Fascism,6,8,2019
Fascism,3,9,2019
Fascism,2,10,2019
Fascism,2,11,2019
Fascism,1,12,2019
Fascism,0,1,2020
Fascism,5,2,2020
Fascism,3,3,2020
Fascism,0,4,2020
Fascism,3,5,2020
Fascism,7,6,2020
Fascism,6,7,2020
Fascism,0,8,2020
Fascism,1,9,2020
Fascism,4,10,2020
Fascism,1,11,2020
Fascism,2,12,2020
Liberalism,26,1,2010
Liberalism,27,2,2010
Liberalism,40,3,2010
Liberalism,35,4,2010
Liberalism,64,5,2010
Liberalism,32,6,2010
Liberalism,20,7,2010
Liberalism,15,8,2010
Liberalism,31,9,2010
Liberalism,36,10,2010
Liberalism,38,11,2010
Liberalism,27,12,2010
Liberalism,22,1,2011
Liberalism,21,2,2011
Liberalism,25,3,2011
Liberalism,21,4,2011
Liberalism,20,5,2011
Liberalism,26,6,2011
Liberalism,26,7,2011
Liberalism,23,8,2011
Liberalism,25,9,2011
Liberalism,17,10,2011
Liberalism,34,11,2011
Liberalism,32,12,2011
Liberalism,42,1,2012
Liberalism,28,2,2012
Liberalism,35,3,2012
Liberalism,28,4,2012
Liberalism,33,5,2012
Liberalism,30,6,2012
Liberalism,23,7,2012
Liberalism,26,8,2012
Liberalism,29,9,2012
Liberalism,32,10,2012
Liberalism,24,11,2012
Liberalism,24,12,2012
Liberalism,39,1,2013
Liberalism,18,2,2013
Liberalism,30,3,2013
Liberalism,26,4,2013
Liberalism,33,5,2013
Liberalism,27,6,2013
Liberalism,34,7,2013
Liberalism,17,8,2013
Liberalism,24,9,2013
Liberalism,30,10,2013
Liberalism,31,11,2013
Liberalism,28,12,2013
Liberalism,21,1,2014
Liberalism,28,2,2014
Liberalism,28,3,2014
Liberalism,31,4,2014
Liberalism,31,5,2014
Liberalism,25,6,2014
Liberalism,31,7,2014
Liberalism,12,8,2014
Liberalism,18,9,2014
Liberalism,29,10,2014
Liberalism,34,11,2014
Liberalism,22,12,2014
Liberalism,35,1,2015
Liberalism,28,2,2015
Liberalism,40,3,2015
Liberalism,24,4,2015
Liberalism,35,5,2015
Liberalism,36,6,2015
Liberalism,31,7,2015
Liberalism,14,8,2015
Liberalism,19,9,2015
Liberalism,48,10,2015
Liberalism,24,11,2015
Liberalism,24,12,2015
Liberalism,29,1,2016
Liberalism,30,2,2016
Liberalism,27,3,2016
Liberalism,24,4,2016
Liberalism,22,5,2016
Liberalism,11,6,2016
Liberalism,34,7,2016
Liberalism,13,8,2016
Liberalism,18,9,2016
Liberalism,23,10,2016
Liberalism,38,11,2016
Liberalism,20,12,2016
Liberalism,19,1,2017
Liberalism,33,2,2017
Liberalism,22,3,2017
Liberalism,28,4,2017
Liberalism,26,5,2017
Liberalism,31,6,2017
Liberalism,14,7,2017
Liberalism,20,8,2017
Liberalism,17,9,2017
Liberalism,26,10,2017
Liberalism,26,11,2017
Liberalism,22,12,2017
Liberalism,13,1,2018
Liberalism,17,2,2018
Liberalism,27,3,2018
Liberalism,26,4,2018
Liberalism,38,5,2018
Liberalism,39,6,2018
Liberalism,37,7,2018
Liberalism,34,8,2018
Liberalism,29,9,2018
Liberalism,41,10,2018
Liberalism,33,11,2018
Liberalism,13,12,2018
Liberalism,20,1,2019
Liberalism,24,2,2019
Liberalism,28,3,2019
Liberalism,26,4,2019
Liberalism,25,5,2019
Liberalism,25,6,2019
Liberalism,39,7,2019
Liberalism,16,8,2019
Liberalism,23,9,2019
Liberalism,24,10,2019
Liberalism,34,11,2019
Liberalism,26,12,2019
Liberalism,29,1,2020
Liberalism,24,2,2020
Liberalism,18,3,2020
Liberalism,16,4,2020
Liberalism,13,5,2020
Liberalism,19,6,2020
Liberalism,22,7,2020
Liberalism,17,8,2020
Liberalism,35,9,2020
Liberalism,28,10,2020
Liberalism,27,11,2020
Liberalism,15,12,2020
Libertarianism,0,1,2010
Libertarianism,1,2,2010
Libertarianism,2,3,2010
Libertarianism,3,4,2010
Libertarianism,5,5,2010
Libertarianism,6,6,2010
Libertarianism,3,7,2010
Libertarianism,2,8,2010
Libertarianism,3,9,2010
Libertarianism,3,10,2010
Libertarianism,4,11,2010
Libertarianism,1,12,2010
Libertarianism,4,1,2011
Libertarianism,0,2,2011
Libertarianism,1,3,2011
Libertarianism,4,4,2011
Libertarianism,2,5,2011
Libertarianism,4,6,2011
Libertarianism,5,7,2011
Libertarianism,1,8,2011
Libertarianism,4,9,2011
Libertarianism,2,10,2011
Libertarianism,5,11,2011
Libertarianism,8,12,2011
Libertarianism,1,1,2012
Libertarianism,3,2,2012
Libertarianism,6,3,2012
Libertarianism,1,4,2012
Libertarianism,3,5,2012
Libertarianism,4,6,2012
Libertarianism,1,7,2012
Libertarianism,5,8,2012
Libertarianism,0,9,2012
Libertarianism,1,10,2012
Libertarianism,3,11,2012
Libertarianism,1,12,2012
Libertarianism,0,1,2013
Libertarianism,2,2,2013
Libertarianism,2,3,2013
Libertarianism,3,4,2013
Libertarianism,2,5,2013
Libertarianism,3,6,2013
Libertarianism,8,7,2013
Libertarianism,3,8,2013
Libertarianism,1,9,2013
Libertarianism,4,10,2013
Libertarianism,1,11,2013
Libertarianism,4,12,2013
Libertarianism,6,1,2014
Libertarianism,1,2,2014
Libertarianism,5,3,2014
Libertarianism,3,4,2014
Libertarianism,2,5,2014
Libertarianism,1,6,2014
Libertarianism,7,7,2014
Libertarianism,9,8,2014
Libertarianism,1,9,2014
Libertarianism,3,10,2014
Libertarianism,2,11,2014
Libertarianism,3,12,2014
Libertarianism,0,1,2015
Libertarianism,4,2,2015
Libertarianism,6,3,2015
Libertarianism,10,4,2015
Libertarianism,0,5,2015
Libertarianism,3,6,2015
Libertarianism,3,7,2015
Libertarianism,2,8,2015
Libertarianism,1,9,2015
Libertarianism,1,10,2015
Libertarianism,1,11,2015
Libertarianism,1,12,2015
Libertarianism,2,1,2016
Libertarianism,2,2,2016
Libertarianism,3,3,2016
Libertarianism,1,4,2016
Libertarianism,6,5,2016
Libertarianism,2,6,2016
Libertarianism,4,7,2016
Libertarianism,8,8,2016
Libertarianism,15,9,2016
Libertarianism,8,10,2016
Libertarianism,4,11,2016
Libertarianism,0,12,2016
Libertarianism,2,1,2017
Libertarianism,3,2,2017
Libertarianism,0,3,2017
Libertarianism,1,4,2017
Libertarianism,0,5,2017
Libertarianism,0,6,2017
Libertarianism,1,7,2017
Libertarianism,1,8,2017
Libertarianism,1,9,2017
Libertarianism,0,10,2017
Libertarianism,1,11,2017
Libertarianism,2,12,2017
Libertarianism,0,1,2018
Libertarianism,1,2,2018
Libertarianism,0,3,2018
Libertarianism,1,4,2018
Libertarianism,1,5,2018
Libertarianism,1,6,2018
Libertarianism,4,7,2018
Libertarianism,6,8,2018
Libertarianism,1,9,2018
Libertarianism,1,10,2018
Libertarianism,1,11,2018
Libertarianism,1,12,2018
Libertarianism,0,1,2019
Libertarianism,5,2,2019
Libertarianism,0,3,2019
Libertarianism,1,4,2019
Libertarianism,0,5,2019
Libertarianism,0,6,2019
Libertarianism,2,7,2019
Libertarianism,6,8,2019
Libertarianism,0,9,2019
Libertarianism,1,10,2019
Libertarianism,0,11,2019
Libertarianism,0,12,2019
Libertarianism,3,1,2020
Libertarianism,1,2,2020
Libertarianism,2,3,2020
Libertarianism,4,4,2020
Libertarianism,1,5,2020
Libertarianism,1,6,2020
Libertarianism,0,7,2020
Libertarianism,2,8,2020
Libertarianism,4,9,2020
Libertarianism,2,10,2020
Libertarianism,2,11,2020
Libertarianism,1,12,2020
Marxism,0,1,2010
Marxism,1,2,2010
Marxism,3,3,2010
Marxism,0,4,2010
Marxism,2,5,2010
Marxism,1,6,2010
Marxism,1,7,2010
Marxism,1,8,2010
Marxism,1,9,2010
Marxism,1,10,2010
Marxism,2,11,2010
Marxism,4,12,2010
Marxism,0,1,2011
Marxism,0,2,2011
Marxism,1,3,2011
Marxism,2,4,2011
Marxism,0,5,2011
Marxism,1,6,2011
Marxism,1,7,2011
Marxism,1,8,2011
Marxism,0,9,2011
Marxism,0,10,2011
Marxism,2,11,2011
Marxism,1,12,2011
Marxism,0,1,2012
Marxism,1,2,2012
Marxism,0,3,2012
Marxism,2,4,2012
Marxism,2,5,2012
Marxism,0,6,2012
Marxism,1,7,2012
Marxism,1,8,2012
Marxism,2,9,2012
Marxism,1,10,2012
Marxism,0,11,2012
Marxism,1,12,2012
Marxism,2,1,2013
Marxism,2,2,2013
Marxism,0,3,2013
Marxism,1,4,2013
Marxism,0,5,2013
Marxism,2,6,2013
Marxism,0,7,2013
Marxism,1,8,2013
Marxism,1,9,2013
Marxism,1,10,2013
Marxism,4,11,2013
Marxism,0,12,2013
Marxism,2,1,2014
Marxism,1,2,2014
Marxism,0,3,2014
Marxism,4,4,2014
Marxism,3,5,2014
Marxism,2,6,2014
Marxism,0,7,2014
Marxism,0,8,2014
Marxism,0,9,2014
Marxism,0,10,2014
Marxism,0,11,2014
Marxism,1,12,2014
Marxism,5,1,2015
Marxism,0,2,2015
Marxism,0,3,2015
Marxism,1,4,2015
Marxism,2,5,2015
Marxism,2,6,2015
Marxism,1,7,2015
Marxism,1,8,2015
Marxism,0,9,2015
Marxism,1,10,2015
Marxism,2,11,2015
Marxism,0,12,2015
Marxism,3,1,2016
Marxism,1,2,2016
Marxism,1,3,2016
Marxism,1,4,2016
Marxism,1,5,2016
Marxism,0,6,2016
Marxism,2,7,2016
Marxism,1,8,2016
Marxism,1,9,2016
Marxism,1,10,2016
Marxism,0,11,2016
Marxism,2,12,2016
Marxism,0,1,2017
Marxism,0,2,2017
Marxism,1,3,2017
Marxism,1,4,2017
Marxism,1,5,2017
Marxism,0,6,2017
Marxism,1,7,2017
Marxism,2,8,2017
Marxism,1,9,2017
Marxism,1,10,2017
Marxism,1,11,2017
Marxism,0,12,2017
Marxism,0,1,2018
Marxism,0,2,2018
Marxism,0,3,2018
Marxism,1,4,2018
Marxism,0,5,2018
Marxism,0,6,2018
Marxism,0,7,2018
Marxism,1,8,2018
Marxism,0,9,2018
Marxism,1,10,2018
Marxism,2,11,2018
Marxism,0,12,2018
Marxism,1,1,2019
Marxism,0,2,2019
Marxism,0,3,2019
Marxism,0,4,2019
Marxism,2,5,2019
Marxism,1,6,2019
Marxism,0,7,2019
Marxism,1,8,2019
Marxism,0,9,2019
Marxism,0,10,2019
Marxism,0,11,2019
Marxism,0,12,2019
Marxism,1,1,2020
Marxism,0,2,2020
Marxism,0,3,2020
Marxism,0,4,2020
Marxism,2,5,2020
Marxism,0,6,2020
Marxism,1,7,2020
Marxism,1,8,2020
Marxism,1,9,2020
Marxism,1,10,2020
Marxism,1,11,2020
Marxism,1,12,2020
Nationalism,0,1,2010
Nationalism,3,2,2010
Nationalism,3,3,2010
Nationalism,4,4,2010
Nationalism,4,5,2010
Nationalism,4,6,2010
Nationalism,2,7,2010
Nationalism,3,8,2010
Nationalism,2,9,2010
Nationalism,3,10,2010
Nationalism,3,11,2010
Nationalism,5,12,2010
Nationalism,1,1,2011
Nationalism,5,2,2011
Nationalism,7,3,2011
Nationalism,11,4,2011
Nationalism,6,5,2011
Nationalism,2,6,2011
Nationalism,3,7,2011
Nationalism,1,8,2011
Nationalism,4,9,2011
Nationalism,2,10,2011
Nationalism,5,11,2011
Nationalism,1,12,2011
Nationalism,5,1,2012
Nationalism,3,2,2012
Nationalism,2,3,2012
Nationalism,9,4,2012
Nationalism,9,5,2012
Nationalism,3,6,2012
Nationalism,6,7,2012
Nationalism,7,8,2012
Nationalism,7,9,2012
Nationalism,5,10,2012
Nationalism,6,11,2012
Nationalism,4,12,2012
Nationalism,3,1,2013
Nationalism,4,2,2013
Nationalism,6,3,2013
Nationalism,5,4,2013
Nationalism,7,5,2013
Nationalism,4,6,2013
Nationalism,4,7,2013
Nationalism,6,8,2013
Nationalism,5,9,2013
Nationalism,3,10,2013
Nationalism,4,11,2013
Nationalism,7,12,2013
Nationalism,2,1,2014
Nationalism,11,2,2014
Nationalism,19,3,2014
Nationalism,8,4,2014
Nationalism,12,5,2014
Nationalism,10,6,2014
Nationalism,2,7,2014
Nationalism,6,8,2014
Nationalism,14,9,2014
Nationalism,6,10,2014
Nationalism,11,11,2014
Nationalism,5,12,2014
Nationalism,5,1,2015
Nationalism,7,2,2015
Nationalism,7,3,2015
Nationalism,4,4,2015
Nationalism,6,5,2015
Nationalism,3,6,2015
Nationalism,2,7,2015
Nationalism,3,8,2015
Nationalism,9,9,2015
Nationalism,13,10,2015
Nationalism,12,11,2015
Nationalism,9,12,2015
Nationalism,12,1,2016
Nationalism,6,2,2016
Nationalism,5,3,2016
Nationalism,4,4,2016
Nationalism,6,5,2016
Nationalism,16,6,2016
Nationalism,12,7,2016
Nationalism,10,8,2016
Nationalism,4,9,2016
Nationalism,12,10,2016
Nationalism,25,11,2016
Nationalism,14,12,2016
Nationalism,8,1,2017
Nationalism,18,2,2017
Nationalism,17,3,2017
Nationalism,20,4,2017
Nationalism,17,5,2017
Nationalism,9,6,2017
Nationalism,6,7,2017
Nationalism,65,8,2017
Nationalism,12,9,2017
Nationalism,25,10,2017
Nationalism,20,11,2017
Nationalism,8,12,2017
Nationalism,13,1,2018
Nationalism,11,2,2018
Nationalism,10,3,2018
Nationalism,8,4,2018
Nationalism,6,5,2018
Nationalism,13,6,2018
Nationalism,19,7,2018
Nationalism,16,8,2018
Nationalism,10,9,2018
Nationalism,19,10,2018
Nationalism,15,11,2018
Nationalism,13,12,2018
Nationalism,14,1,2019
Nationalism,7,2,2019
Nationalism,13,3,2019
Nationalism,18,4,2019
Nationalism,35,5,2019
Nationalism,8,6,2019
Nationalism,17,7,2019
Nationalism,28,8,2019
Nationalism,13,9,2019
Nationalism,14,10,2019
Nationalism,10,11,2019
Nationalism,10,12,2019
Nationalism,9,1,2020
Nationalism,7,2,2020
Nationalism,10,3,2020
Nationalism,7,4,2020
Nationalism,5,5,2020
Nationalism,6,6,2020
Nationalism,7,7,2020
Nationalism,4,8,2020
Nationalism,10,9,2020
Nationalism,11,10,2020
Nationalism,8,11,2020
Nationalism,3,12,2020
Populism,20,1,2010
Populism,11,2,2010
Populism,5,3,2010
Populism,9,4,2010
Populism,5,5,2010
Populism,5,6,2010
Populism,4,7,2010
Populism,3,8,2010
Populism,10,9,2010
Populism,8,10,2010
Populism,3,11,2010
Populism,2,12,2010
Populism,6,1,2011
Populism,3,2,2011
Populism,6,3,2011
Populism,6,4,2011
Populism,7,5,2011
Populism,3,6,2011
Populism,5,7,2011
Populism,9,8,2011
Populism,3,9,2011
Populism,11,10,2011
Populism,5,11,2011
Populism,7,12,2011
Populism,8,1,2012
Populism,5,2,2012
Populism,10,3,2012
Populism,2,4,2012
Populism,2,5,2012
Populism,2,6,2012
Populism,2,7,2012
Populism,4,8,2012
Populism,1,9,2012
Populism,8,10,2012
